province;red;green;blue;x;x
3425;144;52;38;asylorian_plain;x
3426;144;152;38;asylorian_plain;x
3427;144;152;138;asylorian_plain;x
3428;244;152;138;asylorian_plain;x
3429;244;252;138;asylorian_plain;x
3430;244;252;238;asylorian_plain;x
3431;12;34;64;asylorian_plain;x
3432;112;34;64;asylorian_plain;x
3433;112;134;64;asylorian_plain;x
3434;112;134;164;asylorian_plain;x
3435;212;134;164;asylorian_plain;x
3436;212;234;164;asylorian_plain;x
3437;15;34;18;asylorian_plain;x
3438;115;34;18;asylorian_plain;x
3439;115;134;18;asylorian_plain;x
3440;115;134;118;asylorian_plain;x
3441;215;134;118;asylorian_plain;x
3442;215;234;118;asylorian_plain;x
3443;215;234;218;asylorian_plain;x
3444;16;22;23;asylorian_plain;x
3445;116;22;23;asylorian_plain;x
3446;116;122;23;asylorian_plain;x
3447;116;122;123;asylorian_plain;x
3448;216;122;123;asylorian_plain;x
3449;216;222;123;asylorian_plain;x
3450;216;222;223;asylorian_plain;x
3451;111;111;9;asylorian_mountains;x
3452;25;34;46;asylorian_plain;x
3453;125;34;46;asylorian_plain;x
3454;125;134;46;asylorian_plain;x
3455;125;134;146;asylorian_plain;x
3456;225;134;146;asylorian_plain;x
3457;225;234;146;asylorian_plain;x
3458;225;234;246;asylorian_plain;x
3459;46;41;45;asylorian_plain;x
3460;146;41;45;asylorian_plain;x
3461;146;141;45;asylorian_plain;x
3462;146;141;145;asylorian_plain;x
3463;246;141;145;asylorian_plain;x
3464;246;241;145;asylorian_plain;x
3465;246;241;245;asylorian_plain;x
3466;43;55;17;asylorian_plain;x
3467;143;55;17;asylorian_plain;x
3468;143;155;17;asylorian_plain;x
3469;143;155;117;asylorian_plain;x
3470;243;155;117;asylorian_plain;x
3471;243;255;117;asylorian_plain;x
3472;243;255;217;asylorian_plain;x
3473;29;26;21;asylorian_plain;x
3474;129;26;21;asylorian_plain;x
3475;129;126;21;asylorian_plain;x
3476;129;126;121;asylorian_plain;x
3477;229;126;121;asylorian_plain;x
3478;229;226;121;asylorian_plain;x
3479;229;226;221;asylorian_plain;x
3480;3;25;37;asylorian_plain;x
3481;103;25;37;asylorian_plain;x
3482;103;125;37;asylorian_plain;x
3483;103;125;137;asylorian_plain;x
3484;203;125;137;asylorian_plain;x
3485;203;225;137;asylorian_plain;x
3486;203;225;237;asylorian_plain;x
3487;37;5;25;asylorian_plain;x
3488;137;5;25;asylorian_plain;x
3489;137;105;25;asylorian_plain;x
3490;137;105;125;asylorian_plain;x
3491;237;105;125;asylorian_plain;x
3492;237;205;125;asylorian_plain;x
3493;237;205;225;asylorian_plain;x
3494;56;68;74;asylorian_plain;x
3495;156;68;74;asylorian_plain;x
3496;156;168;74;asylorian_plain;x
3497;244;152;238;asylorian_plain;x
3498;12;16;19;jotenheim;x
3499;112;16;19;jotenheim_mountain;x
3500;112;116;19;jotenheim;x
3501;112;116;119;jotenheim;x
3502;212;116;119;jotenheim;x
3503;212;216;119;jotenheim;x
3504;212;216;219;jotenheim;x
3505;16;26;34;jotenheim;x
3506;116;126;34;jotenheim;x
3507;116;126;134;jotenheim;x
3508;216;126;134;jotenheim;x
3509;216;226;134;jotenheim;x
3510;216;226;234;jotenheim;x
3511;12;1;45;jotenheim;x
3512;112;1;45;jotenheim;x
3513;112;100;45;jotenheim;x
3514;112;100;145;jotenheim;x
3515;212;100;145;jotenheim;x
3516;212;200;145;jotenheim;x
3517;212;200;245;jotenheim;x
3518;5;37;39;jotenheim;x
3519;105;37;39;jotenheim;x
3520;105;137;39;jotenheim;x
3521;105;137;139;jotenheim;x
3522;205;137;139;jotenheim;x
3523;205;237;139;jotenheim;x
3524;205;237;239;jotenheim;x
3525;34;14;18;gynteland;x
3526;134;14;18;gynteland;x
3527;134;114;18;gynteland;x
3528;134;114;118;gynteland;x
3529;234;114;118;gynteland;x
3530;234;214;118;gynteland;x
3531;234;214;218;gynteland;x
3532;43;24;6;gynteland;x
3533;143;24;6;gynteland;x
3534;143;124;6;gynteland;x
3535;143;124;106;gynteland;x
3536;243;124;106;gynteland;x
3537;243;224;106;gynteland;x
3538;243;224;206;gynteland;x
3539;75;78;79;gynteland;x
3540;175;78;79;gynteland;x
3541;175;178;79;gynteland;x
3542;175;178;179;gynteland;x
3543;97;6;58;gynteland;x
3544;197;6;58;gynteland;x
3545;197;106;58;gynteland;x
3546;197;106;158;gynteland;x
3547;197;206;158;gynteland;x
3548;45;38;27;gynteland;x
3549;145;38;27;gynteland;x
3550;145;138;27;gynteland;x
3551;145;138;127;gynteland;x
3552;245;138;127;gynteland;x
3553;245;238;127;gynteland;x
3554;245;238;227;gynteland;x
3555;87;34;74;gynteland;x
3556;187;34;74;gynteland;x
3557;187;134;74;gynteland;x
3558;187;134;174;gynteland;x
3559;187;234;174;gynteland;x
3560;24;26;3;gynteland;x
3561;124;26;3;gynteland;x
3562;124;126;3;gynteland;x
3563;124;126;103;gynteland;x
3564;224;126;103;gynteland;x
3565;224;226;103;gynteland;x
3566;224;226;203;gynteland;x
3567;7;41;18;gynteland;x
3568;107;41;18;gynteland;x
3569;107;141;18;gynteland;x
3570;107;141;118;gynteland;x
3571;207;141;118;gynteland;x
3572;207;241;118;gynteland;x
3573;207;241;218;gynteland;x
3574;12;25;28;gynteland;x
3575;112;25;28;gynteland;x
3576;112;125;28;gynteland;x
3577;112;125;128;gynteland;x
3578;212;125;128;gynteland;x
3579;212;225;128;gynteland;x
3580;212;225;228;gynteland;x
3581;32;36;43;gynteland;x
3582;132;36;43;gynteland;x
3583;132;136;43;gynteland;x
3584;132;136;143;gynteland;x
3585;232;136;143;gynteland;x
3586;232;236;143;gynteland;x
3587;232;236;243;gynteland;x
3588;25;29;33;gynteland;x
3589;125;29;33;gynteland;x
3590;125;129;33;gynteland;x
3591;125;129;133;gynteland;x
3592;225;129;133;gynteland;x
3593;225;229;133;gynteland;x
3594;225;229;233;gynteland;x
3595;33;5;18;gynteland;x
3596;133;5;18;gynteland;x
3597;133;105;18;gynteland;x
3598;133;105;118;gynteland;x
3599;7;105;118;gynteland;x
3600;233;105;118;gynteland;x
3601;233;205;118;gynteland;x
3602;233;205;218;gynteland;x
3603;63;42;27;gynteland;x
3604;163;42;27;gynteland;x
3605;163;142;27;gynteland;x
3606;163;142;127;gynteland;x
3607;163;242;127;gynteland;x
3608;163;242;227;gynteland;x
3609;27;34;44;gynteland;x
3610;127;34;44;gynteland;x
3611;127;134;44;gynteland;x
3612;127;134;144;gynteland;x
3613;227;134;144;gynteland;x
3614;227;234;144;gynteland;x
3615;227;234;244;gynteland;x
3616;44;27;34;gynteland;x
3617;144;27;34;gynteland;x
3618;144;127;34;gynteland;x
3619;144;127;134;gynteland;x
3620;244;127;134;gynteland;x
3621;244;227;134;gynteland;x
3622;244;227;234;gynteland;x
3623;54;49;46;gynteland;x
3624;154;49;46;gynteland;x
3625;154;149;46;gynteland;x
3626;154;149;146;gynteland;x
3627;254;149;146;gynteland;x
3628;254;249;146;gynteland;x
3629;254;249;246;gynteland;x
3630;146;198;188;lake_gynt;x
3631;46;198;188;lake_per;x
3632;116;26;34;jotenheim;x
3633;55;87;74;jotenheim;x
3634;155;87;74;jotenheim;x
3635;155;187;74;jotenheim;x
3636;24;31;43;gytensea;x
3637;124;31;43;gytensea;x
3638;124;131;43;gytensea;x
3639;124;131;143;gytensea;x
3640;224;131;143;gytensea;x
3641;224;231;143;gytensea;x
3642;224;231;243;gytensea;x
3643;4;13;17;gytensea;x
3644;104;13;17;gytensea;x
3645;104;113;17;gytensea;x
3646;104;113;117;gytensea;x
3647;39;21;55;new_bakavia;x
3648;139;21;55;new_bakavia;x
3649;139;121;55;new_bakavia;x
3650;139;121;155;new_bakavia;x
3651;239;121;155;new_bakavia;x
3652;239;221;155;new_bakavia;x
3653;239;221;255;new_bakavia;x
3654;13;43;12;new_bakavia;x
3655;113;43;12;new_bakavia;x
3656;113;143;12;new_bakavia;x
3657;113;143;112;new_bakavia;x
3658;213;143;112;new_bakavia;x
3659;213;243;112;new_bakavia;x
3660;213;243;212;new_bakavia;x
3661;23;24;18;new_bakavia;x
3662;123;24;18;new_bakavia;x
3663;123;124;18;new_bakavia;x
3664;123;124;118;new_bakavia;x
3665;223;124;118;new_bakavia;x
3666;223;224;118;new_bakavia;x
3667;223;224;218;new_bakavia;x
3668;35;9;13;new_bakavia;x
3669;135;9;13;new_bakavia;x
3670;135;109;13;new_bakavia;x
3671;135;109;113;new_bakavia;x
3672;235;109;113;new_bakavia;x
3673;235;209;113;new_bakavia;x
3674;235;209;213;new_bakavia;x
3675;9;34;12;new_bakavia;x
3676;109;34;12;new_bakavia;x
3677;109;134;12;new_bakavia;x
3678;109;134;112;new_bakavia;x
3679;209;134;112;new_bakavia;x
3680;209;234;112;new_bakavia;x
3681;209;234;212;new_bakavia;x
3682;56;67;68;new_bakavia;x
3683;156;67;68;new_bakavia;x
3684;156;167;68;new_bakavia;x
3685;156;167;168;new_bakavia;x
3686;37;36;36;new_bakavia;x
3687;137;36;36;new_bakavia;x
3688;137;136;36;new_bakavia;x
3689;137;136;136;new_bakavia;x
3690;237;136;136;new_bakavia;x
3691;237;236;136;new_bakavia;x
3692;237;236;236;new_bakavia;x
3693;13;15;9;new_bakavia;x
3694;113;15;9;new_bakavia;x
3695;113;115;9;new_bakavia;x
3696;113;115;109;new_bakavia;x
3697;213;115;109;new_bakavia;x
3698;213;215;109;new_bakavia;x
3699;213;215;209;new_bakavia;x
3700;5;7;11;new_bakavia;x
3701;105;7;11;new_bakavia;x
3702;105;107;11;new_bakavia;x
3703;105;107;111;new_bakavia;x
3704;205;107;111;new_bakavia;x
3705;205;207;111;new_bakavia;x
3706;205;207;211;new_bakavia;x
3707;26;35;44;new_bakavia;x
3708;126;35;44;new_bakavia;x
3709;126;135;44;new_bakavia;x
3710;126;135;144;new_bakavia;x
3711;226;135;144;new_bakavia;x
3712;226;235;144;new_bakavia;x
3713;226;235;244;new_bakavia;x
3714;56;24;34;new_bakavia;x
3715;156;24;34;new_bakavia;x
3716;156;124;34;new_bakavia;x
3717;156;124;134;new_bakavia;x
3718;156;224;134;new_bakavia;x
3719;156;224;234;new_bakavia;x
3720;13;15;19;new_bakavia;x
3721;113;15;19;new_bakavia;x
3722;113;115;19;new_bakavia;x
3723;113;115;119;new_bakavia;x
3724;213;115;119;new_bakavia;x
3725;213;215;119;new_bakavia;x
3726;213;215;219;new_bakavia;x
3727;21;38;11;new_bakavia;x
3728;121;38;11;new_bakavia;x
3729;121;138;11;new_bakavia;x
3730;121;138;111;new_bakavia;x
3731;221;138;111;new_bakavia;x
3732;221;238;111;new_bakavia;x
3733;221;238;211;new_bakavia;x
3734;5;13;43;new_bakavia;x
3735;105;13;43;new_bakavia;x
3736;105;113;43;new_bakavia;x
3737;105;113;143;new_bakavia;x
3738;205;113;143;new_bakavia;x
3739;205;213;143;new_bakavia;x
3740;205;213;243;new_bakavia;x
3741;7;3;64;new_bakavia;x
3742;107;3;64;new_bakavia;x
3743;107;103;64;new_bakavia;x
3744;107;103;164;new_bakavia;x
3745;207;103;164;new_bakavia;x
3746;207;203;164;new_bakavia;x
3747;15;244;131;leyak;x
3748;115;244;131;teyak;x
3749;21;64;87;teyak;x
3750;121;64;87;teyak;x
3751;121;164;87;teyak;x
3752;121;164;187;teyak;x
3753;87;97;64;teyak;x
3754;187;97;64;teyak;x
3755;187;197;64;teyak;x
3756;187;197;164;teyak;x
3757;7;91;93;teyak;x
3758;107;91;93;teyak;x
3759;107;191;93;teyak;x
3760;107;191;193;teyak;x
3761;207;191;193;teyak;x
3762;94;3;55;teyak;x
3763;194;3;55;teyak;x
3764;194;103;55;teyak;x
3765;194;103;155;teyak;x
3766;194;203;155;teyak;x
3767;194;203;255;teyak;x
3768;43;94;87;teyak;x
3769;143;94;87;teyak;x
3770;143;194;87;teyak;x
3771;143;194;187;teyak;x
3772;243;194;187;teyak;x
3773;87;43;94;teyak;x
3774;187;43;94;teyak;x
3775;187;143;94;teyak;x
3776;187;143;194;teyak;x
3777;187;243;194;teyak;x
3778;23;64;73;teyak;x
3779;123;64;73;teyak;x
3780;123;164;73;teyak;x
3781;123;164;173;teyak;x
3782;223;164;173;teyak;x
3783;38;87;41;teyak;x
3784;138;87;41;teyak;x
3785;138;187;41;teyak;x
3786;138;187;141;teyak;x
3787;238;187;141;teyak;x
3788;238;187;241;teyak;x
3789;7;187;241;teyak;x
3790;107;187;241;teyak;x
3791;207;187;241;teyak;x
3792;84;34;45;teyak;x
3793;184;34;45;teyak;x
3794;184;134;45;teyak;x
3795;184;134;145;teyak;x
3796;184;234;145;teyak;x
3797;184;234;245;teyak;x
3798;184;7;4;teyak;x
3799;184;107;4;teyak;x
3800;184;107;104;teyak;x
3801;184;207;104;teyak;x
3802;184;207;204;teyak;x
3803;24;38;93;teyak;x
3804;124;38;93;teyak;x
3805;124;138;93;teyak;x
3806;124;138;193;teyak;x
3807;224;138;193;teyak;x
3808;224;238;193;teyak;x
3809;5;52;37;tilidin;x
3810;105;52;37;tilidin;x
3811;105;152;37;tilidin;x
3812;105;152;137;tilidin;x
3813;205;152;137;tilidin;x
3814;205;252;137;tilidin;x
3815;205;252;237;tilidin;x
3816;72;68;51;tilidin;x
3817;172;68;51;tilidin;x
3818;172;168;51;tilidin;x
3819;172;168;151;tilidin;x
3820;172;168;251;tilidin;x
3821;172;68;251;tilidin;x
3822;72;68;251;tilidin;x
3823;24;42;55;tilidin;x
3824;124;42;55;tilidin;x
3825;124;142;55;tilidin;x
3826;124;142;155;tilidin;x
3827;224;142;155;tilidin;x
3828;224;242;155;tilidin;x
3829;224;242;255;tilidin;x
3830;16;28;1;tilidin;x
3831;116;28;1;tilidin;x
3832;116;128;1;tilidin;x
3833;116;128;100;tilidin;x
3834;216;128;100;tilidin;x
3835;216;228;100;tilidin;x
3836;216;228;200;tilidin;x
3837;12;42;3;tilidin;x
3838;112;42;3;tilidin;x
3839;112;142;3;tilidin;x
3840;112;142;103;tilidin;x
3841;212;142;103;tilidin;x
3842;212;242;103;tilidin;x
3843;212;242;203;tilidin;x
3844;33;42;14;tilidin;x
3845;133;42;14;tilidin;x
3846;133;142;14;tilidin;x
3847;133;142;114;tilidin;x
3848;233;142;114;tilidin;x
3849;233;242;114;tilidin;x
3850;233;242;214;tilidin;x
3851;94;45;3;tilidin;x
3852;194;45;3;tilidin;x
3853;194;145;3;tilidin;x
3854;194;145;103;tilidin;x
3855;194;245;103;tilidin;x
3856;194;245;203;tilidin;x
3857;32;36;174;tilidin;x
3858;132;36;174;tilidin;x
3859;132;136;174;tilidin;x
3860;232;136;174;tilidin;x
3861;232;236;174;tilidin;x
3862;74;24;36;tilidin;x
3863;174;24;36;tilidin;x
3864;174;124;36;tilidin;x
3865;174;124;136;tilidin;x
3866;174;224;136;tilidin;x
3867;174;224;236;tilidin;x
3868;77;64;87;tilidin;x
3869;177;64;87;tilidin;x
3870;177;164;87;tilidin;x
3871;177;164;187;tilidin;x
3872;77;164;187;tilidin;x
3873;87;88;31;gloomwood;x
3874;88;88;31;gloomwood;x
3875;89;88;31;gloomwood;x
3876;90;88;31;gloomwood;x
3877;91;88;31;gloomwood;x
3878;92;88;31;gloomwood;x
3879;93;88;31;gloomwood;x
3880;94;88;31;gloomwood;x
3881;95;88;31;gloomwood;x
3882;96;88;31;gloomwood;x
3883;12;88;31;ayas;x
3884;13;88;31;ayas;x
3885;14;88;31;ayas;x
3886;15;88;31;ayas;x
3887;16;88;31;ayas;x
3888;65;88;31;ayas;x
3889;66;88;31;ayas;x
3890;67;88;31;ayas;x
3891;68;88;31;ayas;x
3892;69;88;31;ayas;x
3893;122;88;31;ayas;x
3894;123;88;31;ayas;x
3895;124;88;31;ayas;x
3896;125;88;31;ayas;x
3897;200;88;31;ayas;x
3898;201;88;31;ayas;x
3899;202;88;31;ayas;x
3900;27;88;31;ayas;x
3901;7;64;39;isle_genah;x
3902;107;64;39;isle_genah;x
3903;107;164;39;isle_genah;x
3904;107;164;139;isle_genah;x
3905;207;164;139;isle_genah;x
3906;207;164;239;isle_genah;x
3907;19;23;37;low_peregmar;x
3908;119;23;37;low_peregmar;x
3909;119;123;37;low_peregmar;x
3910;119;123;137;low_peregmar;x
3911;219;123;137;low_peregmar;x
3912;219;223;137;low_peregmar;x
3913;219;223;237;low_peregmar;x
3914;5;94;73;low_peregmar;x
3915;105;94;73;low_peregmar;x
3916;105;194;73;low_peregmar;x
3917;105;194;173;low_peregmar;x
3918;205;194;173;low_peregmar;x
3919;36;5;15;low_peregmar;x
3920;136;5;15;low_peregmar;x
3921;136;105;15;low_peregmar;x
3922;136;105;115;low_peregmar;x
3923;236;105;115;low_peregmar;x
3924;236;205;115;low_peregmar;x
3925;236;205;215;low_peregmar;x
3926;240;205;150;mountains;x
3927;93;3;65;low_peregmar;x
3928;193;3;65;low_peregmar;x
3929;193;103;65;low_peregmar;x
3930;193;103;165;low_peregmar;x
3931;193;203;165;low_peregmar;x
3932;13;22;29;low_peregmar;x
3933;113;122;29;low_peregmar;x
3934;113;122;129;low_peregmar;x
3935;213;122;129;low_peregmar;x
3936;213;222;129;low_peregmar;x
3937;213;222;229;low_peregmar;x
3938;77;82;83;low_peregmar;x
3939;177;82;83;low_peregmar;x
3940;177;182;83;low_peregmar;x
3941;177;182;183;low_peregmar;x
3942;56;13;8;low_peregmar;x
3943;156;13;8;low_peregmar;x
3944;156;113;8;low_peregmar;x
3945;156;113;108;low_peregmar;x
3946;156;213;108;low_peregmar;x
3947;156;213;208;low_peregmar;x
3948;12;7;64;low_peregmar;x
3949;112;7;64;low_peregmar;x
3950;112;107;64;low_peregmar;x
3951;112;107;164;low_peregmar;x
3952;212;107;164;low_peregmar;x
3953;212;207;164;low_peregmar;x
3954;64;12;7;low_peregmar;x
3955;164;12;7;low_peregmar;x
3956;164;112;7;low_peregmar;x
3957;164;112;107;low_peregmar;x
3958;164;212;107;low_peregmar;x
3959;164;212;207;low_peregmar;x
3960;12;18;24;low_peregmar;x
3961;112;18;24;low_peregmar;x
3962;112;118;24;low_peregmar;x
3963;112;118;124;low_peregmar;x
3964;212;118;124;low_peregmar;x
3965;212;218;124;low_peregmar;x
3966;212;218;224;low_peregmar;x
3967;68;54;36;low_peregmar;x
3968;168;54;36;low_peregmar;x
3969;168;154;36;low_peregmar;x
3970;168;154;136;low_peregmar;x
3971;168;254;136;low_peregmar;x
3972;168;254;236;low_peregmar;x
3973;53;52;57;mountain;x
3974;153;52;57;mountain;x
3975;153;152;57;mountain;x
3976;153;152;157;mountain;x
3977;253;152;157;mountain;x
3978;253;252;157;mountain;x
3979;113;22;29;low_peregmar;x
3980;98;99;76;low_peregmar;x
3981;198;99;76;low_peregmar;x
3982;198;199;76;low_peregmar;x
3983;198;199;176;low_peregmar;x
3984;87;86;81;low_peregmar;x
3985;187;86;81;low_peregmar;x
3986;187;186;81;low_peregmar;x
3987;187;186;181;low_peregmar;x
3988;36;1;29;low_peregmar;x
3989;136;1;29;low_peregmar;x
3990;136;100;29;low_peregmar;x
3991;136;100;129;low_peregmar;x
3992;236;100;129;low_peregmar;x
3993;236;200;129;low_peregmar;x
3994;236;200;229;low_peregmar;x
3995;14;26;59;low_peregmar;x
3996;114;26;59;low_peregmar;x
3997;114;126;59;low_peregmar;x
3998;114;126;159;low_peregmar;x
3999;214;126;159;low_peregmar;x
4000;214;226;159;low_peregmar;x
4001;80;95;98;low_peregmar;x
4002;15;95;98;sea;x
4003;115;95;98;sea;x
4004;115;195;98;sea;x
4005;115;195;198;sea;x
4006;215;195;198;sea;x
4007;53;42;33;sea;x
4008;153;42;33;sea;x
4009;153;142;33;sea;x
4010;153;142;133;sea;x
4011;253;142;133;sea;x
4012;253;242;133;sea;x
4013;253;242;233;sea;x
4014;23;54;8;biblilario;x
4015;123;54;8;biblilario;x
4016;123;154;8;biblilario;x
4017;123;154;108;biblilario;x
4018;223;154;108;biblilario;x
4019;223;254;108;biblilario;x
4020;223;254;208;biblilario;x
4021;54;23;8;biblilario;x
4022;154;23;8;biblilario;x
4023;154;123;8;biblilario;x
4024;154;123;108;biblilario;x
4025;254;123;108;biblilario;x
4026;254;223;108;biblilario;x
4027;254;223;208;biblilario;x
4028;8;54;23;biblilario;x
4029;108;54;23;biblilario;x
4030;108;154;23;biblilario;x
4031;108;154;123;biblilario;x
4032;208;154;123;biblilario;x
4033;208;254;123;biblilario;x
4034;208;254;223;biblilario;x
4035;7;23;34;biblilario;x
4036;107;23;34;biblilario;x
4037;107;123;34;biblilario;x
4038;107;123;134;biblilario;x
4039;207;123;134;biblilario;x
4040;207;223;134;biblilario;x
4041;207;223;234;biblilario;x
4042;16;8;23;biblilario;x
4043;116;8;23;biblilario;x
4044;116;108;23;biblilario;x
4045;116;108;123;biblilario;x
4046;216;108;123;biblilario;x
4047;216;208;123;biblilario;x
4048;216;208;223;biblilario;x
4049;8;16;23;biblilario;x
4050;108;16;23;biblilario;x
4051;108;116;23;biblilario;x
4052;108;116;123;biblilario;x
4053;208;116;123;biblilario;x
4054;208;216;123;biblilario;x
4055;208;216;223;biblilario;x
4056;58;43;62;biblilario_sea;x
4057;158;43;62;biblilario_sea;x
4058;158;143;62;biblilario_sea;x
4059;158;143;162;biblilario_sea;x
4060;158;243;162;biblilario_sea;x
4061;43;21;69;biblilario_sea;x
4062;143;21;69;biblilario_sea;x
4063;143;121;69;biblilario_sea;x
4064;143;121;169;biblilario_sea;x
4065;243;121;169;biblilario_sea;x
4066;243;221;169;biblilario_sea;x
4067;16;65;37;biblilario_sea;x
4068;116;65;37;biblilario_sea;x
4069;116;165;37;biblilario_sea;x
4070;116;165;137;biblilario_sea;x
4071;216;165;137;biblilario_sea;x
4072;216;165;237;biblilario_sea;x
4073;1;19;22;Miryangdo;x
4074;100;19;22;Miryangdo;x
4075;100;119;22;Miryangdo;x
4076;100;119;122;Miryangdo;x
4077;200;119;122;Miryangdo;x
4078;200;219;122;Miryangdo;x
4079;200;219;222;Miryangdo;x
4080;11;19;65;Miryangdo;x
4081;111;19;65;Miryangdo;x
4082;111;119;65;Miryangdo;x
4083;111;119;165;Miryangdo;x
4084;211;119;165;Miryangdo;x
4085;211;219;165;Miryangdo;x
4086;12;31;35;Miryangdo;x
4087;112;31;35;Miryangdo;x
4088;112;131;35;Miryangdo;x
4089;112;131;135;Miryangdo;x
4090;212;131;135;Miryangdo;x
4091;212;231;135;Miryangdo;x
4092;212;231;235;Miryangdo;x
4093;35;39;3;Miryangdo;x
4094;135;39;3;Miryangdo;x
4095;135;139;3;Miryangdo;x
4096;135;139;103;Miryangdo;x
4097;235;139;103;Miryangdo;x
4098;235;239;103;Miryangdo;x
4099;235;239;203;Miryangdo;x
4100;24;17;12;Miryangdo;x
4101;124;17;12;Miryangdo;x
4102;124;117;12;Miryangdo;x
4103;124;117;112;Miryangdo;x
4104;224;117;112;Miryangdo;x
4105;224;217;112;Miryangdo;x
4106;224;217;212;Miryangdo;x
4107;124;217;212;Miryangdo;x
